X,Y,Z,grade,borehole
529.82,1975.0,-763.2,0.5763212454058966,7
529.82,1975.0,-736.64,0.5737630784866109,7
529.82,1975.0,-710.0799999999999,0.5710160095932156,7
529.82,1975.0,-683.52,0.5678986865868694,7
529.82,1975.0,-656.96,0.5644699780357799,7
529.82,1975.0,-630.4,0.5610436585726338,7
529.82,1975.0,-603.8399999999999,0.5580174788536971,7
529.82,1975.0,-577.28,0.5558443105262254,7
529.82,1975.0,-550.72,0.554722743485578,7
529.82,1975.0,-524.16,0.553694183354399,7
529.82,1975.0,-497.5999999999999,0.5514094148697396,7
529.82,1975.0,-471.04,0.5482331563091832,7
529.82,1975.0,-444.48,0.5457936171594789,7
529.82,1975.0,-417.92,0.5440404445985103,7
529.82,1975.0,-391.3599999999999,0.5399855464284128,7
529.82,1975.0,-364.8,0.535836321302195,7
529.82,1975.0,-338.24,0.5338100527302515,7
529.82,1975.0,-311.67999999999995,0.5331833765223246,7
529.82,1975.0,-285.1199999999999,0.534120581095328,7
529.82,1975.0,-258.55999999999995,0.5357974429431673,7
529.82,1975.0,-232.0,0.5375902385124476,7
529.82,1975.0,-205.43999999999997,0.5394652747613382,7
529.82,1975.0,-178.87999999999988,0.5419966812282163,7
529.82,1975.0,-152.31999999999994,0.5466983473213005,7
529.82,1975.0,-125.76,0.5543593767517773,7
529.82,1975.0,-99.20000000000005,0.5642618138384223,7
529.82,1975.0,-72.63999999999987,0.5751897737696443,7
529.82,1975.0,-46.07999999999993,0.5861925963462723,7
