X,Y,Z,grade_value,grade
516,0,-870,0.0,grade3boundary
488,0,-842,0.0,grade3boundary
473,0,-817,0.0,grade3boundary
473,0,-773,0.0,grade3boundary
527,0,-746,0.0,grade3boundary
594,0,-707,0.0,grade3boundary
676,0,-651,0.0,grade3boundary
738,0,-586,0.0,grade3boundary
780,0,-528,0.0,grade3boundary
813,0,-477,0.0,grade3boundary
858,0,-433,0.0,grade3boundary
897,0,-412,0.0,grade3boundary
962,0,-379,0.0,grade3boundary
993,0,-375,0.0,grade3boundary
1000,0,-375,0.0,grade3boundary
1386,0,-414,0.0,grade3boundary
1411,0,-414,0.0,grade3boundary
1448,0,-429,0.0,grade3boundary
1467,0,-463,0.0,grade3boundary
1490,0,-524,0.0,grade3boundary
1501,0,-566,0.0,grade3boundary
1515,0,-589,0.0,grade3boundary
1527,0,-618,0.0,grade3boundary
1529,0,-680,0.0,grade3boundary
1525,0,-742,0.0,grade3boundary
1523,0,-783,0.0,grade3boundary
1518,0,-841,0.0,grade3boundary
1497,0,-878,0.0,grade3boundary
1466,0,-901,0.0,grade3boundary
1429,0,-924,0.0,grade3boundary
1399,0,-931,0.0,grade3boundary
1395,0,-962,0.0,grade3boundary
1411,0,-998,0.0,grade3boundary
1425,0,-1031,0.0,grade3boundary
1424,0,-1079,0.0,grade3boundary
1420,0,-1129,0.0,grade3boundary
1410,0,-1158,0.0,grade3boundary
1389,0,-1186,0.0,grade3boundary
1351,0,-1209,0.0,grade3boundary
1313,0,-1232,0.0,grade3boundary
1251,0,-1255,0.0,grade3boundary
1208,0,-1247,0.0,grade3boundary
1187,0,-1202,0.0,grade3boundary
1142,0,-1182,0.0,grade3boundary
1100,0,-1144,0.0,grade3boundary
1104,0,-1075,0.0,grade3boundary
1140,0,-1047,0.0,grade3boundary
1155,0,-994,0.0,grade3boundary
1151,0,-952,0.0,grade3boundary
1149,0,-911,0.0,grade3boundary
1135,0,-869,0.0,grade3boundary
1113,0,-844,0.0,grade3boundary
1081,0,-819,0.0,grade3boundary
1068,0,-785,0.0,grade3boundary
1043,0,-745,0.0,grade3boundary
1003,0,-711,0.0,grade3boundary
958,0,-702,0.0,grade3boundary
891,0,-726,0.0,grade3boundary
847,0,-759,0.0,grade3boundary
808,0,-790,0.0,grade3boundary
790,0,-816,0.0,grade3boundary
764,0,-832,0.0,grade3boundary
734,0,-832,0.0,grade3boundary
699,0,-839,0.0,grade3boundary
657,0,-854,0.0,grade3boundary
631,0,-872,0.0,grade3boundary
612,0,-908,0.0,grade3boundary
588,0,-916,0.0,grade3boundary
559,0,-915,0.0,grade3boundary
518,0,-894,0.0,grade3boundary
