X,Y,Z,grade_value,grade
913,0,-568,0.0,grade1inside
923,0,-528,0.0,grade1inside
933,0,-499,0.0,grade1inside
944,0,-464,0.0,grade1inside
970,0,-437,0.0,grade1inside
998,0,-418,0.0,grade1inside
1035,0,-396,0.0,grade1inside
1068,0,-382,0.0,grade1inside
1122,0,-367,0.0,grade1inside
1159,0,-357,0.0,grade1inside
1204,0,-372,0.0,grade1inside
1252,0,-390,0.0,grade1inside
1297,0,-401,0.0,grade1inside
1328,0,-407,0.0,grade1inside
1341,0,-424,0.0,grade1inside
1290,0,-452,0.0,grade1inside
1263,0,-480,0.0,grade1inside
1247,0,-515,0.0,grade1inside
1215,0,-545,0.0,grade1inside
1166,0,-575,0.0,grade1inside
1117,0,-588,0.0,grade1inside
1059,0,-606,0.0,grade1inside
1019,0,-636,0.0,grade1inside
982,0,-656,0.0,grade1inside
929,0,-636,0.0,grade1inside
