X,Y,Z,grade_value,grade
572,0,-891,0.0,grade3inside
586,0,-860,0.0,grade3inside
583,0,-810,0.0,grade3inside
614,0,-773,0.0,grade3inside
623,0,-731,0.0,grade3inside
665,0,-685,0.0,grade3inside
712,0,-655,0.0,grade3inside
744,0,-640,0.0,grade3inside
708,0,-645,0.0,grade3inside
674,0,-710,0.0,grade3inside
780,0,-562,0.0,grade3inside
781,0,-595,0.0,grade3inside
797,0,-552,0.0,grade3inside
839,0,-515,0.0,grade3inside
863,0,-506,0.0,grade3inside
832,0,-501,0.0,grade3inside
855,0,-455,0.0,grade3inside
889,0,-455,0.0,grade3inside
871,0,-475,0.0,grade3inside
917,0,-426,0.0,grade3inside
889,0,-417,0.0,grade3inside
952,0,-402,0.0,grade3inside
612,0,-832,0.0,grade3inside
613,0,-851,0.0,grade3inside
688,0,-836,0.0,grade3inside
762,0,-823,0.0,grade3inside
781,0,-786,0.0,grade3inside
832,0,-749,0.0,grade3inside
872,0,-719,0.0,grade3inside
951,0,-707,0.0,grade3inside
1039,0,-699,0.0,grade3inside
1062,0,-724,0.0,grade3inside
1108,0,-744,0.0,grade3inside
1095,0,-768,0.0,grade3inside
1070,0,-744,0.0,grade3inside
1102,0,-793,0.0,grade3inside
1144,0,-752,0.0,grade3inside
1205,0,-721,0.0,grade3inside
1179,0,-765,0.0,grade3inside
1167,0,-810,0.0,grade3inside
1199,0,-843,0.0,grade3inside
1134,0,-858,0.0,grade3inside
1180,0,-883,0.0,grade3inside
1217,0,-924,0.0,grade3inside
1167,0,-946,0.0,grade3inside
1248,0,-937,0.0,grade3inside
1196,0,-988,0.0,grade3inside
1176,0,-1015,0.0,grade3inside
1205,0,-1035,0.0,grade3inside
1165,0,-1055,0.0,grade3inside
1127,0,-1090,0.0,grade3inside
1164,0,-1149,0.0,grade3inside
1198,0,-1116,0.0,grade3inside
1223,0,-1179,0.0,grade3inside
1208,0,-1203,0.0,grade3inside
1240,0,-1226,0.0,grade3inside
1301,0,-1214,0.0,grade3inside
1289,0,-1200,0.0,grade3inside
1358,0,-1188,0.0,grade3inside
1333,0,-1167,0.0,grade3inside
1322,0,-1207,0.0,grade3inside
1373,0,-1131,0.0,grade3inside
1401,0,-1135,0.0,grade3inside
1380,0,-1149,0.0,grade3inside
1404,0,-1068,0.0,grade3inside
1379,0,-1049,0.0,grade3inside
1413,0,-1014,0.0,grade3inside
1361,0,-998,0.0,grade3inside
1377,0,-963,0.0,grade3inside
1393,0,-928,0.0,grade3inside
1437,0,-895,0.0,grade3inside
1478,0,-879,0.0,grade3inside
1512,0,-820,0.0,grade3inside
1493,0,-799,0.0,grade3inside
1516,0,-782,0.0,grade3inside
1512,0,-751,0.0,grade3inside
1502,0,-622,0.0,grade3inside
1504,0,-659,0.0,grade3inside
1496,0,-605,0.0,grade3inside
1476,0,-588,0.0,grade3inside
1503,0,-580,0.0,grade3inside
1481,0,-549,0.0,grade3inside
1461,0,-561,0.0,grade3inside
1448,0,-516,0.0,grade3inside
1473,0,-541,0.0,grade3inside
1458,0,-473,0.0,grade3inside
1446,0,-507,0.0,grade3inside
1423,0,-482,0.0,grade3inside
1442,0,-458,0.0,grade3inside
1409,0,-472,0.0,grade3inside
