X,Y,Z,grade_value,grade,Fig
973,2000,-867,0.5030758467451544,0.5%Mo,5
1002,2000,-869,0.506419931881678,0.5%Mo,5
977,2000,-857,0.5078026006155851,0.5%Mo,5
953,2000,-839,0.5055452043286158,0.5%Mo,5
922,2000,-824,0.5075239603090328,0.5%Mo,5
902,2000,-809,0.509124839872959,0.5%Mo,5
922,2000,-816,0.5063953223482748,0.5%Mo,5
941,2000,-822,0.5055658377754523,0.5%Mo,5
958,2000,-838,0.5045944517830451,0.5%Mo,5
960,2000,-854,0.5003810493524671,0.5%Mo,5
947,2000,-848,0.5009818694202159,0.5%Mo,5
922,2000,-821,0.5055855113927042,0.5%Mo,5
939,2000,-858,0.508278347042025,0.5%Mo,5
970,2000,-866,0.5020904495055697,0.5%Mo,5
1004,2000,-866,0.5002471360125293,0.5%Mo,5
928,2000,-755,0.5011800891929806,0.5%Mo,5
925,2000,-778,0.5031925517456558,0.5%Mo,5
961,2000,-791,0.5032195057457793,0.5%Mo,5
986,2000,-782,0.5043972289748732,0.5%Mo,5
984,2000,-774,0.5039515900529357,0.5%Mo,5
1029,2000,-788,0.5077243532091251,0.5%Mo,5
1047,2000,-808,0.5007070642971693,0.5%Mo,5
1030,2000,-820,0.5015602355296601,0.5%Mo,5
1063,2000,-839,0.5000144764925237,0.5%Mo,5
1068,2000,-813,0.5071529034101695,0.5%Mo,5
1056,2000,-807,0.5020997917263038,0.5%Mo,5
1083,2000,-808,0.5051767845577015,0.5%Mo,5
1097,2000,-824,0.5017540760734375,0.5%Mo,5
1089,2000,-843,0.5067464938902669,0.5%Mo,5
1130,2000,-864,0.5079455880968489,0.5%Mo,5
1134,2000,-825,0.5074552789346103,0.5%Mo,5
1103,2000,-824,0.5084447175460463,0.5%Mo,5
1143,2000,-846,0.5072027284188907,0.5%Mo,5
1167,2000,-853,0.5025868937484127,0.5%Mo,5
1180,2000,-876,0.5055266068843192,0.5%Mo,5
1187,2000,-889,0.5001567068531022,0.5%Mo,5
1161,2000,-885,0.5046860081770337,0.5%Mo,5
1174,2000,-852,0.5043736391681336,0.5%Mo,5
1139,2000,-853,0.5079557623404469,0.5%Mo,5
1122,2000,-863,0.5096120829658686,0.5%Mo,5
1062,2000,-829,0.5027862183211322,0.5%Mo,5
982,2000,-793,0.5077539665239593,0.5%Mo,5
946,2000,-781,0.5000394388847049,0.5%Mo,5
925,2000,-767,0.5045107406602188,0.5%Mo,5
922,2000,-752,0.5078837113072315,0.5%Mo,5
970,2000,-772,0.5044950994804671,0.5%Mo,5
