X,Y,Z,grade_value,grade,Fig
928,0,-947,0.19696351504319307,.2%Mo,7
923,0,-938,0.19447904019935197,.2%Mo,7
892,0,-927,0.19644669795689207,.2%Mo,7
888,0,-907,0.19930906484975333,.2%Mo,7
924,0,-938,0.1964227644250231,.2%Mo,7
935,0,-950,0.19552172204294066,.2%Mo,7
865,0,-910,0.1995148500183822,.2%Mo,7
783,0,-918,0.1988908400877233,.2%Mo,7
769,0,-937,0.19360335306347537,.2%Mo,7
744,0,-942,0.19419102267134877,.2%Mo,7
823,0,-919,0.19233016064114158,.2%Mo,7
846,0,-914,0.19773697210217753,.2%Mo,7
742,0,-909,0.19935793769122306,.2%Mo,7
733,0,-889,0.19844695936566628,.2%Mo,7
724,0,-918,0.19423760276846772,.2%Mo,7
739,0,-922,0.19026625958969748,.2%Mo,7
767,0,-905,0.1926998059553815,.2%Mo,7
787,0,-899,0.1902443199028231,.2%Mo,7
803,0,-894,0.19913548640645004,.2%Mo,7
800,0,-869,0.19021958961485347,.2%Mo,7
764,0,-873,0.1918387381321251,.2%Mo,7
781,0,-885,0.19398796650358555,.2%Mo,7
817,0,-843,0.19104865937419968,.2%Mo,7
818,0,-871,0.1985540760180771,.2%Mo,7
828,0,-847,0.1929393487038133,.2%Mo,7
836,0,-833,0.19418697964525466,.2%Mo,7
818,0,-817,0.19848239209767304,.2%Mo,7
789,0,-818,0.19698077625106544,.2%Mo,7
774,0,-827,0.19382039063826045,.2%Mo,7
826,0,-827,0.19671439137305335,.2%Mo,7
834,0,-811,0.19253950347903695,.2%Mo,7
852,0,-831,0.1989693770276584,.2%Mo,7
863,0,-848,0.19642449295266978,.2%Mo,7
895,0,-851,0.19067310445252078,.2%Mo,7
894,0,-839,0.19570641679482417,.2%Mo,7
903,0,-867,0.1957478181126236,.2%Mo,7
919,0,-869,0.19526005804382995,.2%Mo,7
961,0,-853,0.19359663102360383,.2%Mo,7
976,0,-833,0.19571149935447674,.2%Mo,7
929,0,-850,0.19633530612107047,.2%Mo,7
931,0,-863,0.19215816542902275,.2%Mo,7
927,0,-842,0.19684216800259538,.2%Mo,7
893,0,-831,0.19143472708402667,.2%Mo,7
840,0,-837,0.1984520364979782,.2%Mo,7
944,0,-842,0.1956859265053565,.2%Mo,7
921,0,-763,0.19460553166762157,.2%Mo,7
890,0,-748,0.1994757038055342,.2%Mo,7
860,0,-738,0.19084037631567988,.2%Mo,7
879,0,-758,0.19222778874015753,.2%Mo,7
907,0,-774,0.19887313805113951,.2%Mo,7
891,0,-749,0.1917234975720472,.2%Mo,7
940,0,-763,0.19027588553781458,.2%Mo,7
942,0,-789,0.19950430925073512,.2%Mo,7
943,0,-771,0.1910548303422232,.2%Mo,7
970,0,-766,0.19999825827014164,.2%Mo,7
999,0,-787,0.19520180789580563,.2%Mo,7
1007,0,-793,0.1918767565315965,.2%Mo,7
963,0,-793,0.19426543870466617,.2%Mo,7
943,0,-793,0.19481458779911415,.2%Mo,7
1120,0,-866,0.19827489434061601,.2%Mo,7
1116,0,-865,0.19817371003849532,.2%Mo,7
1079,0,-870,0.19867308551021712,.2%Mo,7
1075,0,-872,0.19135657900989145,.2%Mo,7
1125,0,-876,0.19907214319172567,.2%Mo,7
1214,0,-764,0.19228985398138373,.2%Mo,7
1158,0,-786,0.19153352106431343,.2%Mo,7
1195,0,-781,0.19855680935229966,.2%Mo,7
1198,0,-791,0.19402623362364446,.2%Mo,7
1228,0,-777,0.19048424653887078,.2%Mo,7
1216,0,-764,0.19298139199131112,.2%Mo,7
1196,0,-774,0.19294533757191323,.2%Mo,7
1186,0,-796,0.19153972293107605,.2%Mo,7
1211,0,-791,0.19109425971313065,.2%Mo,7
1232,0,-779,0.19219522120221194,.2%Mo,7
1353,0,-851,0.19938441443296678,.2%Mo,7
1355,0,-866,0.1916594260398113,.2%Mo,7
1362,0,-893,0.1994687731325234,.2%Mo,7
1371,0,-882,0.1904323308549819,.2%Mo,7
1370,0,-898,0.1960107785391882,.2%Mo,7
1393,0,-914,0.19007784279033715,.2%Mo,7
1380,0,-924,0.19464327083355856,.2%Mo,7
1378,0,-902,0.19448152887560613,.2%Mo,7
1403,0,-921,0.19445952787914325,.2%Mo,7
1397,0,-936,0.1968485693226394,.2%Mo,7
1416,0,-926,0.1994592908215011,.2%Mo,7
1433,0,-940,0.1985887670366454,.2%Mo,7
1430,0,-948,0.19909920083288296,.2%Mo,7
1378,0,-790,0.19923818050907663,.2%Mo,7
1378,0,-803,0.1908685487422834,.2%Mo,7
1394,0,-806,0.19710736145924307,.2%Mo,7
1381,0,-787,0.19939277706927616,.2%Mo,7
1374,0,-814,0.19901941084852157,.2%Mo,7
1397,0,-830,0.19458140122767195,.2%Mo,7
1385,0,-850,0.19276935988066332,.2%Mo,7
1412,0,-847,0.1933246943880884,.2%Mo,7
1422,0,-838,0.1972338764573463,.2%Mo,7
1422,0,-871,0.19836849394625672,.2%Mo,7
1401,0,-881,0.19574142058837232,.2%Mo,7
1402,0,-861,0.19821443191070715,.2%Mo,7
1405,0,-890,0.19337771941097903,.2%Mo,7
1425,0,-896,0.19845562365787983,.2%Mo,7
1438,0,-898,0.1980744154327978,.2%Mo,7
1425,0,-772,0.19446527365347782,.2%Mo,7
1426,0,-789,0.19566254324193616,.2%Mo,7
1435,0,-792,0.1968076487525365,.2%Mo,7
1435,0,-779,0.1983589248344521,.2%Mo,7
1446,0,-807,0.19651710915652162,.2%Mo,7
1445,0,-826,0.19024118596778905,.2%Mo,7
1453,0,-836,0.19914585286372793,.2%Mo,7
1453,0,-849,0.19250080774396533,.2%Mo,7
1465,0,-853,0.1929572479305474,.2%Mo,7
1457,0,-873,0.19722702007590479,.2%Mo,7
1467,0,-882,0.19762240402237025,.2%Mo,7
1476,0,-896,0.19634515233909097,.2%Mo,7
1532,0,-882,0.19989602118547506,.2%Mo,7
1539,0,-888,0.1925645032197905,.2%Mo,7
1545,0,-862,0.1919126056483125,.2%Mo,7
1524,0,-862,0.19964637447500114,.2%Mo,7
1511,0,-843,0.19780537597311768,.2%Mo,7
1522,0,-828,0.19934895207201445,.2%Mo,7
1498,0,-812,0.19582404805997478,.2%Mo,7
1497,0,-829,0.19223765412135113,.2%Mo,7
1518,0,-830,0.19516884039834906,.2%Mo,7
1508,0,-792,0.19389841875805933,.2%Mo,7
1487,0,-804,0.19054013936079056,.2%Mo,7
1468,0,-787,0.19908967448507653,.2%Mo,7
1479,0,-767,0.19791643524774433,.2%Mo,7
1492,0,-767,0.19748538025939938,.2%Mo,7
1490,0,-789,0.1950858418681352,.2%Mo,7
1473,0,-759,0.19267021162373635,.2%Mo,7
1449,0,-755,0.19312886824743478,.2%Mo,7
1452,0,-739,0.19696906958433244,.2%Mo,7
