X,Y,Z,grade_value,grade
918,0,-862,0.4590105647211303,Sn7
932,0,-865,0.4584797235423503,Sn7
965,0,-873,0.45796736303999913,Sn7
994,0,-881,0.4502454325417166,Sn7
1012,0,-888,0.45667652542435716,Sn7
1043,0,-895,0.4560686385157342,Sn7
1067,0,-896,0.45961269948621764,Sn7
1089,0,-899,0.4523295871753126,Sn7
1113,0,-901,0.45248491015017245,Sn7
1125,0,-913,0.4583467393579274,Sn7
1117,0,-916,0.4528857152444769,Sn7
1108,0,-921,0.4548476820609408,Sn7
1079,0,-920,0.4597572516036046,Sn7
1036,0,-904,0.45054112755347003,Sn7
1020,0,-899,0.4573887525769284,Sn7
996,0,-893,0.45049088033736046,Sn7
960,0,-881,0.4525230444482641,Sn7
935,0,-874,0.45306087713000043,Sn7
919,0,-870,0.45993926841306776,Sn7
900,0,-865,0.4598545646916563,Sn7
913,0,-863,0.4543284057581725,Sn7
924,0,-864,0.45062960963505166,Sn7
944,0,-868,0.45431477767522577,Sn7
962,0,-874,0.45711702523060466,Sn7
987,0,-882,0.45094107956729396,Sn7
959,0,-878,0.454284194069635,Sn7
943,0,-871,0.45964902200944774,Sn7
930,0,-867,0.4547607296567081,Sn7
981,0,-883,0.454662586883624,Sn7
995,0,-886,0.4599561459391276,Sn7
1009,0,-891,0.45223413889741404,Sn7
1025,0,-897,0.45277285017643026,Sn7
1032,0,-894,0.454685201753713,Sn7
1056,0,-897,0.4583363444371529,Sn7
1074,0,-903,0.4505363087259192,Sn7
1093,0,-903,0.4582024027411126,Sn7
1105,0,-911,0.4539692954699746,Sn7
1094,0,-908,0.451531200967829,Sn7
1082,0,-908,0.45186474844781754,Sn7
1066,0,-908,0.45833848388462745,Sn7
1051,0,-903,0.4597400114777985,Sn7
1107,0,-907,0.45653512148691144,Sn7
1113,0,-911,0.45709910899246875,Sn7
