X,Y,Z,grade,formation,borehole
1473.25,630.0,-549.0,5.059606862330749,4,39
1473.25,630.0,-527.0,5.059557581536126,4,39
1473.25,630.0,-505.0,5.059503511999537,4,39
1473.25,630.0,-483.0,5.059445138798353,4,39
1473.25,630.0,-461.0,5.05938303077461,4,39
1473.25,630.0,-439.0,5.059317830355881,4,39
1473.25,630.0,-417.0,5.059250240972,4,39
1473.25,630.0,-395.0,5.059181012454282,4,39
1473.25,630.0,-373.0,5.059110924898355,4,39
1473.25,630.0,-351.0,5.059040771542056,4,39
1473.25,630.0,-329.0,5.058971341250644,4,39
