X,Y,Z,grade,formation,borehole
2012.75,350.0,-989.0,5.060087291418268,4,48
2012.75,350.0,-967.0,5.060148222981876,4,48
2012.75,350.0,-945.0,5.060206699322999,4,48
2012.75,350.0,-923.0,5.060261382191098,4,48
2012.75,350.0,-901.0,5.060310732167392,4,48
2012.75,350.0,-879.0,5.060353008185031,4,48
2012.75,350.0,-857.0,5.0603862762784,4,48
2012.75,350.0,-835.0,5.060408430145173,4,48
2012.75,350.0,-813.0,5.060417226042298,4,48
2012.75,350.0,-791.0,5.06041033413702,4,48
2012.75,350.0,-769.0,5.060385407602366,4,48
2012.75,350.0,-747.0,5.060340169441468,4,48
