X,Y,Z,grade,formation,borehole
1888.25,530.0,-989.0,5.059641770589176,4,21
1888.25,530.0,-967.0,5.059666462544762,4,21
1888.25,530.0,-945.0,5.0596880928828565,4,21
1888.25,530.0,-923.0,5.059705916608229,4,21
1888.25,530.0,-901.0,5.05971913426494,4,21
1888.25,530.0,-879.0,5.059726902552069,4,21
1888.25,530.0,-857.0,5.059728348771411,4,21
1888.25,530.0,-835.0,5.059722589327164,4,21
1888.25,530.0,-813.0,5.059708752305092,4,21
1888.25,530.0,-791.0,5.0596860039125024,4,21
1888.25,530.0,-769.0,5.059653578269065,4,21
1888.25,530.0,-747.0,5.059610809719728,4,21
1888.25,530.0,-725.0,5.059557166519532,4,21
1888.25,530.0,-703.0,5.059492284443951,4,21
1888.25,530.0,-681.0,5.059415998642068,4,21
1888.25,530.0,-659.0,5.059328371896711,4,21
1888.25,530.0,-637.0,5.059229717413079,4,21
