X,Y,Z,grade,formation,borehole
1929.75,730.0,-989.0,5.059200965727784,4,19
1929.75,730.0,-967.0,5.059204926606167,4,19
1929.75,730.0,-945.0,5.059207480766973,4,19
1929.75,730.0,-923.0,5.059208441659168,4,19
1929.75,730.0,-901.0,5.059207622368692,4,19
1929.75,730.0,-879.0,5.059204839193507,4,19
1929.75,730.0,-857.0,5.059199915666807,4,19
1929.75,730.0,-835.0,5.059192686968848,4,19
1929.75,730.0,-813.0,5.059183004641329,4,19
1929.75,730.0,-791.0,5.059170741491504,4,19
1929.75,730.0,-769.0,5.059155796547372,4,19
