X,Y,Z,grade,formation,borehole
1556.25,470.0,-549.0,5.060044079787264,4,34
1556.25,470.0,-527.0,5.059882128541972,4,34
1556.25,470.0,-505.0,5.059705032179725,4,34
1556.25,470.0,-483.0,5.059514837750365,4,34
1556.25,470.0,-461.0,5.059313984295931,4,34
1556.25,470.0,-439.0,5.059105248149028,4,34
1556.25,470.0,-417.0,5.058891671768039,4,34
1556.25,470.0,-395.0,5.058676478505108,4,34
1556.25,470.0,-373.0,5.05846297687645,4,34
1556.25,470.0,-351.0,5.058254458943387,4,34
1556.25,470.0,-329.0,5.058054098101273,4,34
1556.25,470.0,-307.0,5.057864851735081,4,34
1556.25,470.0,-285.0,5.057689373767101,4,34
