X,Y,Z,grade,formation,borehole
1846.75,450.0,-923.0,5.060127596937917,4,16
1846.75,450.0,-901.0,5.060161926354517,4,16
1846.75,450.0,-879.0,5.060188597991883,4,16
1846.75,450.0,-857.0,5.060205951112168,4,16
1846.75,450.0,-835.0,5.060212234353259,4,16
1846.75,450.0,-813.0,5.0602056444710986,4,16
1846.75,450.0,-791.0,5.060184376353759,4,16
1846.75,450.0,-769.0,5.060146684032817,4,16
1846.75,450.0,-747.0,5.060090951455245,4,16
1846.75,450.0,-725.0,5.060015770700992,4,16
1846.75,450.0,-703.0,5.059920024263214,4,16
1846.75,450.0,-681.0,5.059802967098537,4,16
1846.75,450.0,-659.0,5.059664303541227,4,16
1846.75,450.0,-637.0,5.0595042539494335,4,16
1846.75,450.0,-615.0,5.059323606112189,4,16
1846.75,450.0,-593.0,5.059123746927559,4,16
1846.75,450.0,-571.0,5.058906670542859,4,16
1846.75,450.0,-549.0,5.058674959970878,4,16
