X,Y,Z,grade,formation,borehole
1680.75,810.0,-835.0,5.059206749516981,4,4
1680.75,810.0,-813.0,5.059203198840612,4,4
1680.75,810.0,-791.0,5.059197837333887,4,4
1680.75,810.0,-769.0,5.059190577744101,4,4
1680.75,810.0,-747.0,5.059181351232831,4,4
1680.75,810.0,-725.0,5.059170110278082,4,4
1680.75,810.0,-703.0,5.0591568313440725,4,4
1680.75,810.0,-681.0,5.059141517214337,4,4
1680.75,810.0,-659.0,5.05912419888559,4,4
1680.75,810.0,-637.0,5.059104936925901,4,4
1680.75,810.0,-615.0,5.059083822211926,4,4
1680.75,810.0,-593.0,5.059060975976107,4,4
1680.75,810.0,-571.0,5.059036549115334,4,4
1680.75,810.0,-549.0,5.059010720736714,4,4
