X,Y,Z,grade,formation,borehole
20.75,270.0,-593.0,5.053747922538169,4,1
20.75,270.0,-571.0,5.053427296146624,4,1
20.75,270.0,-549.0,5.0531228782637925,4,1
20.75,270.0,-527.0,5.052843516058519,4,1
20.75,270.0,-505.0,5.052598815326399,4,1
20.75,270.0,-483.0,5.052398697725302,4,1
20.75,270.0,-461.0,5.052252780293604,4,1
20.75,270.0,-439.0,5.052169602113301,4,1
20.75,270.0,-417.0,5.052155767119672,4,1
20.75,270.0,-395.0,5.052215118659329,4,1
20.75,270.0,-373.0,5.052348094253618,4,1
20.75,270.0,-351.0,5.052551409026269,4,1
