X,Y,Z,grade,formation,borehole
1473.25,790.0,-637.0,5.059298205113669,4,29
1473.25,790.0,-615.0,5.059285402877852,4,29
1473.25,790.0,-593.0,5.059270527724097,4,29
1473.25,790.0,-571.0,5.059253644506931,4,29
1473.25,790.0,-549.0,5.059234846776483,4,29
1473.25,790.0,-527.0,5.059214256290175,4,29
1473.25,790.0,-505.0,5.059192021855056,4,29
1473.25,790.0,-483.0,5.059168317504978,4,29
1473.25,790.0,-461.0,5.059143340039816,4,29
1473.25,790.0,-439.0,5.059117305977348,4,29
1473.25,790.0,-417.0,5.059090447989903,4,29
1473.25,790.0,-395.0,5.05906301091738,4,29
