X,Y,Z,grade,formation,borehole
1639.25,270.0,-549.0,5.061174724858689,4,12
1639.25,270.0,-527.0,5.060514576555727,4,12
1639.25,270.0,-505.0,5.059779519511624,4,12
1639.25,270.0,-483.0,5.058981320768112,4,12
1639.25,270.0,-461.0,5.058134565378451,4,12
1639.25,270.0,-439.0,5.057256279473802,4,12
1639.25,270.0,-417.0,5.056365454983794,4,12
1639.25,270.0,-395.0,5.055482452091074,4,12
1639.25,270.0,-373.0,5.054628240741783,4,12
1639.25,270.0,-351.0,5.053823454667016,4,12
1639.25,270.0,-329.0,5.053087290953828,4,12
1639.25,270.0,-307.0,5.052436381396969,4,12
1639.25,270.0,-285.0,5.051883831027696,4,12
