X,Y,Z,grade,formation,borehole
20.75,110.0,-615.0,5.0506786124703,4,32
20.75,110.0,-593.0,5.049888050597453,4,32
20.75,110.0,-571.0,5.049064342617543,4,32
20.75,110.0,-549.0,5.0482210940254175,4,32
20.75,110.0,-527.0,5.047377867792747,4,32
20.75,110.0,-505.0,5.046561325102359,4,32
20.75,110.0,-483.0,5.0458059654783405,4,32
20.75,110.0,-461.0,5.045153909288945,4,32
20.75,110.0,-439.0,5.044652949212414,4,32
20.75,110.0,-417.0,5.044352061767111,4,32
20.75,110.0,-395.0,5.044294018670831,4,32
20.75,110.0,-373.0,5.0445059512999855,4,32
20.75,110.0,-351.0,5.044990524179936,4,32
20.75,110.0,-329.0,5.045721662596339,4,32
