X,Y,Z,grade,formation,borehole
1431.75,470.0,-439.0,5.060128667405442,4,44
1431.75,470.0,-417.0,5.059980626308408,4,44
1431.75,470.0,-395.0,5.059825525848816,4,44
1431.75,470.0,-373.0,5.0596654467246855,4,44
1431.75,470.0,-351.0,5.059502570929877,4,44
1431.75,470.0,-329.0,5.05933912565449,4,44
1431.75,470.0,-307.0,5.059177327334153,4,44
1431.75,470.0,-285.0,5.059019327540191,4,44
1431.75,470.0,-263.0,5.058867161761002,4,44
1431.75,470.0,-241.0,5.058722701717502,4,44
1431.75,470.0,-219.0,5.058587611855839,4,44
