X,Y,Z,grade,formation,borehole
1639.25,530.0,-659.0,5.05988688499059,4,43
1639.25,530.0,-637.0,5.0598059891237614,4,43
1639.25,530.0,-615.0,5.05971183068486,4,43
1639.25,530.0,-593.0,5.059604803144824,4,43
1639.25,530.0,-571.0,5.059485598253814,4,43
1639.25,530.0,-549.0,5.059355209499484,4,43
1639.25,530.0,-527.0,5.059214924667883,4,43
1639.25,530.0,-505.0,5.05906630698174,4,43
1639.25,530.0,-483.0,5.058911164869748,4,43
1639.25,530.0,-461.0,5.058751511049523,4,43
1639.25,530.0,-439.0,5.058589512245241,4,43
1639.25,530.0,-417.0,5.058427431467865,4,43
1639.25,530.0,-395.0,5.05826756529945,4,43
1639.25,530.0,-373.0,5.058112178996809,4,43
