X,Y,Z,grade,formation,borehole
1971.25,110.0,-989.0,5.061353316543533,4,31
1971.25,110.0,-967.0,5.061563742231444,4,31
1971.25,110.0,-945.0,5.061786688146041,4,31
1971.25,110.0,-923.0,5.062021419749893,4,31
1971.25,110.0,-901.0,5.062266669107257,4,31
1971.25,110.0,-879.0,5.062520463104317,4,31
1971.25,110.0,-857.0,5.062779899757986,4,31
1971.25,110.0,-835.0,5.063040859293048,4,31
1971.25,110.0,-813.0,5.063297638669184,4,31
1971.25,110.0,-791.0,5.063542508724775,4,31
1971.25,110.0,-769.0,5.063765221110998,4,31
1971.25,110.0,-747.0,5.063952550670089,4,31
1971.25,110.0,-725.0,5.064088059066865,4,31
