X,Y,Z,grade,formation,borehole
1888.25,810.0,-989.0,5.059131113535119,4,46
1888.25,810.0,-967.0,5.0591333129584894,4,46
1888.25,810.0,-945.0,5.05913451472329,4,46
1888.25,810.0,-923.0,5.059134604143959,4,46
1888.25,810.0,-901.0,5.059133468224625,4,46
1888.25,810.0,-879.0,5.059130997856863,4,46
1888.25,810.0,-857.0,5.059127090218807,4,46
1888.25,810.0,-835.0,5.059121651333959,4,46
1888.25,810.0,-813.0,5.059114598735687,4,46
1888.25,810.0,-791.0,5.059105864171663,4,46
1888.25,810.0,-769.0,5.059095396271672,4,46
1888.25,810.0,-747.0,5.059083163093332,4,46
