X,Y,Z,grade,formation,borehole
1597.75,930.0,-813.0,5.0591056465385424,4,64
1597.75,930.0,-791.0,5.059103704197499,4,64
1597.75,930.0,-769.0,5.059100881074669,4,64
1597.75,930.0,-747.0,5.059097148808562,4,64
1597.75,930.0,-725.0,5.059092487678967,4,64
1597.75,930.0,-703.0,5.0590868875104364,4,64
1597.75,930.0,-681.0,5.059080348450726,4,64
1597.75,930.0,-659.0,5.059072881594669,4,64
1597.75,930.0,-637.0,5.059064509426515,4,64
1597.75,930.0,-615.0,5.059055266056961,4,64
1597.75,930.0,-593.0,5.059045197236147,4,64
1597.75,930.0,-571.0,5.0590343601294325,4,64
1597.75,930.0,-549.0,5.059022822849401,4,64
