X,Y,Z,formation,section
0,0,0,topo,9
13,0,-25,topo,9
31,0,-47,topo,9
66,0,-83,topo,9
107,0,-123,topo,9
136,0,-145,topo,9
171,0,-184,topo,9
201,0,-209,topo,9
220,0,-226,topo,9
246,0,-261,topo,9
269,0,-297,topo,9
290,0,-313,topo,9
313,0,-320,topo,9
351,0,-322,topo,9
392,0,-323,topo,9
417,0,-329,topo,9
460,0,-334,topo,9
498,0,-332,topo,9
530,0,-334,topo,9
561,0,-325,topo,9
597,0,-311,topo,9
644,0,-292,topo,9
700,0,-266,topo,9
746,0,-245,topo,9
784,0,-226,topo,9
841,0,-210,topo,9
895,0,-190,topo,9
955,0,-170,topo,9
1004,0,-155,topo,9
1044,0,-148,topo,9
1076,0,-147,topo,9
1099,0,-135,topo,9
1129,0,-122,topo,9
29,0,-1202,biomicritedolomite,9
35,0,-1185,biomicritedolomite,9
48,0,-1140,biomicritedolomite,9
57,0,-1066,biomicritedolomite,9
69,0,-1007,biomicritedolomite,9
82,0,-948,biomicritedolomite,9
101,0,-866,biomicritedolomite,9
117,0,-815,biomicritedolomite,9
138,0,-742,biomicritedolomite,9
147,0,-677,biomicritedolomite,9
153,0,-628,biomicritedolomite,9
167,0,-601,biomicritedolomite,9
179,0,-547,biomicritedolomite,9
191,0,-498,biomicritedolomite,9
200,0,-459,biomicritedolomite,9
209,0,-418,biomicritedolomite,9
229,0,-367,biomicritedolomite,9
265,0,-327,biomicritedolomite,9
306,0,-305,biomicritedolomite,9
401,0,-317,biomicritedolomite,9
496,0,-325,biomicritedolomite,9
555,0,-325,biomicritedolomite,9
638,0,-287,biomicritedolomite,9
720,0,-249,biomicritedolomite,9
781,0,-232,biomicritedolomite,9
868,0,-198,biomicritedolomite,9
935,0,-185,biomicritedolomite,9
989,0,-185,biomicritedolomite,9
1037,0,-198,biomicritedolomite,9
1123,0,-233,biomicritedolomite,9
1150,0,-254,biomicritedolomite,9
1146,0,-775,tuff,9
1123,0,-758,tuff,9
1073,0,-719,tuff,9
1038,0,-682,tuff,9
994,0,-640,tuff,9
946,0,-602,tuff,9
902,0,-570,tuff,9
858,0,-543,tuff,9
790,0,-497,tuff,9
708,0,-454,tuff,9
659,0,-426,tuff,9
616,0,-392,tuff,9
582,0,-365,tuff,9
555,0,-334,tuff,9
587,0,-308,tuff,9
641,0,-290,tuff,9
707,0,-256,tuff,9
801,0,-195,tuff,9
896,0,-171,tuff,9
957,0,-175,tuff,9
1017,0,-191,tuff,9
1071,0,-208,tuff,9
1113,0,-241,tuff,9
1141,0,-256,tuff,9
203,0,-1202,alkalibasalt,9
206,0,-1170,alkalibasalt,9
218,0,-1140,alkalibasalt,9
227,0,-1113,alkalibasalt,9
227,0,-1097,alkalibasalt,9
227,0,-1082,alkalibasalt,9
201,0,-1086,alkalibasalt,9
186,0,-1103,alkalibasalt,9
165,0,-1105,alkalibasalt,9
160,0,-1074,alkalibasalt,9
156,0,-1011,alkalibasalt,9
154,0,-954,alkalibasalt,9
146,0,-897,alkalibasalt,9
160,0,-827,alkalibasalt,9
217,0,-756,alkalibasalt,9
272,0,-712,alkalibasalt,9
319,0,-678,alkalibasalt,9
378,0,-652,alkalibasalt,9
445,0,-627,alkalibasalt,9
480,0,-621,alkalibasalt,9
522,0,-620,alkalibasalt,9
575,0,-630,alkalibasalt,9
610,0,-652,alkalibasalt,9
625,0,-679,alkalibasalt,9
637,0,-719,alkalibasalt,9
653,0,-743,alkalibasalt,9
699,0,-752,alkalibasalt,9
744,0,-758,alkalibasalt,9
795,0,-766,alkalibasalt,9
849,0,-772,alkalibasalt,9
904,0,-785,alkalibasalt,9
935,0,-797,alkalibasalt,9
979,0,-811,alkalibasalt,9
1013,0,-822,alkalibasalt,9
1051,0,-836,alkalibasalt,9
1099,0,-857,alkalibasalt,9
1141,0,-865,alkalibasalt,9
203,0,-1201,lstlens,9
207,0,-1174,lstlens,9
205,0,-1152,lstlens,9
212,0,-1106,lstlens,9
227,0,-1072,lstlens,9
246,0,-1037,lstlens,9
272,0,-1005,lstlens,9
291,0,-975,lstlens,9
314,0,-953,lstlens,9
335,0,-947,lstlens,9
368,0,-948,lstlens,9
391,0,-965,lstlens,9
411,0,-1023,lstlens,9
423,0,-1073,lstlens,9
428,0,-1108,lstlens,9
424,0,-1157,lstlens,9
431,0,-1189,lstlens,9
617,0,-1203,trachyandestictuff,9
618,0,-1175,trachyandestictuff,9
627,0,-1122,trachyandestictuff,9
639,0,-1085,trachyandestictuff,9
671,0,-1054,trachyandestictuff,9
693,0,-1033,trachyandestictuff,9
726,0,-1023,trachyandestictuff,9
782,0,-1018,trachyandestictuff,9
840,0,-1018,trachyandestictuff,9
913,0,-1032,trachyandestictuff,9
978,0,-1048,trachyandestictuff,9
1041,0,-1070,trachyandestictuff,9
1081,0,-1090,trachyandestictuff,9
1118,0,-1104,trachyandestictuff,9
1138,0,-1109,trachyandestictuff,9
