X,Y,Z,grade,borehole
1349.8,385.0,-1151.86,7.883472501833252,43
1349.8,385.0,-1127.58,7.888179236525257,43
1349.8,385.0,-1103.3,7.893083538325793,43
1349.8,385.0,-1079.02,7.898170855965315,43
1349.8,385.0,-1054.74,7.903421636811634,43
1349.8,385.0,-1030.4599999999998,7.908810635478642,43
1349.8,385.0,-1006.18,7.914306195887067,43
1349.8,385.0,-981.9,7.919869525048327,43
1349.8,385.0,-957.62,7.925453984418409,43
1349.8,385.0,-933.34,7.931004434001996,43
1349.8,385.0,-909.06,7.9364566754943295,43
1349.8,385.0,-884.78,7.941737053351546,43
1349.8,385.0,-860.5,7.946762285972064,43
1349.8,385.0,-836.2199999999999,7.951439611508017,43
1349.8,385.0,-811.9399999999999,7.955667341345817,43
1349.8,385.0,-787.6599999999999,7.95933591451269,43
1349.8,385.0,-763.3799999999999,7.962329531798905,43
1349.8,385.0,-739.0999999999999,7.964528411062651,43
1349.8,385.0,-714.8199999999999,7.96581163590847,43
1349.8,385.0,-690.54,7.966060460800811,43
1349.8,385.0,-666.26,7.96516178376326,43
1349.8,385.0,-641.98,7.963011310648646,43
1349.8,385.0,-617.6999999999999,7.959515737057372,43
1349.8,385.0,-593.42,7.95459311261287,43
1349.8,385.0,-569.14,7.9481704999438705,43
1349.8,385.0,-544.86,7.9401781913261615,43
1349.8,385.0,-520.5799999999999,7.930540203811959,43
1349.8,385.0,-496.3,7.919161635693623,43
1349.8,385.0,-472.02,7.905914799191298,43
1349.8,385.0,-447.74,7.890627845687701,43
1349.8,385.0,-423.4599999999999,7.87308173205269,43
1349.8,385.0,-399.18,7.853023409478506,43
1349.8,385.0,-374.9,7.83020405479159,43
1349.8,385.0,-350.62,7.804449144042377,43
1349.8,385.0,-326.34000000000003,7.775759572553545,43
1349.8,385.0,-302.05999999999995,7.744428006665955,43
1349.8,385.0,-277.78,7.711134874983127,43
1349.8,385.0,-253.5,7.676975107295816,43
1349.8,385.0,-229.22000000000003,7.643376978191614,43
1349.8,385.0,-204.93999999999997,7.611915254875968,43
1349.8,385.0,-180.66,7.584071999317143,43
1349.8,385.0,-156.38,7.561022405264466,43
1349.8,385.0,-132.10000000000002,7.543503468623328,43
1349.8,385.0,-107.81999999999994,7.531781384540141,43
