X,Y,Z,grade,formation
418.0,1395.0,-50.69999999999999,2.5395238032921292,6
418.0,1457.0,-50.69999999999999,2.5394203627817284,6
418.0,1457.0,-40.10000000000002,2.539441993263519,6
418.0,1457.0,-29.5,2.539465876910112,6
418.0,1519.0,-50.69999999999999,2.5394028988733917,6
418.0,1519.0,-40.10000000000002,2.539424785769288,6
418.0,1519.0,-29.5,2.539448949960912,6
418.0,1581.0,-50.69999999999999,2.5394743769154635,6
418.0,1581.0,-40.10000000000002,2.539495220066985,6
418.0,1643.0,-50.69999999999999,2.539622894480568,6
462.0,1271.0,-71.89999999999998,2.539563688140534,6
462.0,1333.0,-61.30000000000001,2.5392879511479323,6
462.0,1395.0,-61.30000000000001,2.5390523118757207,6
462.0,1395.0,-50.69999999999999,2.5390767370916834,6
462.0,1395.0,-40.10000000000002,2.5391041159287417,6
462.0,1457.0,-61.30000000000001,2.5389094407286907,6
462.0,1457.0,-50.69999999999999,2.538935934568162,6
462.0,1457.0,-40.10000000000002,2.5389656066983237,6
462.0,1457.0,-29.5,2.538998288837889,6
462.0,1519.0,-61.30000000000001,2.53888519778531,6
462.0,1519.0,-50.69999999999999,2.538912047851953,6
462.0,1519.0,-40.10000000000002,2.5389421146984934,6
462.0,1519.0,-29.5,2.5389752272472297,6
462.0,1581.0,-50.69999999999999,2.5390096038455323,6
462.0,1581.0,-40.10000000000002,2.539038068941262,6
462.0,1643.0,-50.69999999999999,2.539210520591057,6
506.0,1085.0,-103.69999999999999,2.5402798862125033,6
506.0,1147.0,-103.69999999999999,2.5399442358833504,6
506.0,1209.0,-93.10000000000002,2.5395655196741678,6
506.0,1271.0,-82.5,2.5391672065596955,6
506.0,1333.0,-71.89999999999998,2.538792772666472,6
506.0,1395.0,-61.30000000000001,2.5384984645133146,6
506.0,1457.0,-61.30000000000001,2.5383022354144127,6
506.0,1457.0,-50.69999999999999,2.5383389811119854,6
506.0,1457.0,-40.10000000000002,2.538380015096997,6
506.0,1519.0,-61.30000000000001,2.5382687370904438,6
506.0,1519.0,-50.69999999999999,2.5383060440042837,6
506.0,1519.0,-40.10000000000002,2.5383476973985664,6
506.0,1581.0,-61.30000000000001,2.538405166956371,6
506.0,1581.0,-50.69999999999999,2.5384402058625923,6
506.0,1643.0,-61.30000000000001,2.538682957697679,6
506.0,1705.0,-71.89999999999998,2.539028241188196,6
550.0,837.0,-124.89999999999998,2.541054996129191,6
550.0,899.0,-124.89999999999998,2.5409097095154225,6
550.0,961.0,-124.89999999999998,2.5407146179325197,6
550.0,961.0,-114.30000000000001,2.540714835416947,6
550.0,1023.0,-124.89999999999998,2.5404571286359334,6
550.0,1023.0,-114.30000000000001,2.5404576842851188,6
550.0,1085.0,-124.89999999999998,2.540125392238544,6
550.0,1085.0,-114.30000000000001,2.5401265178735426,6
550.0,1085.0,-103.69999999999999,2.540129298980609,6
550.0,1147.0,-114.30000000000001,2.5397143084989744,6
550.0,1147.0,-103.69999999999999,2.539718693526955,6
550.0,1209.0,-103.69999999999999,2.5392320261174643,6
550.0,1209.0,-93.10000000000002,2.5392418765530222,6
550.0,1271.0,-103.69999999999999,2.5386938949185716,6
550.0,1271.0,-93.10000000000002,2.5387076642373745,6
550.0,1333.0,-93.10000000000002,2.5381748315075514,6
550.0,1333.0,-82.5,2.5381983418839766,6
550.0,1643.0,-82.5,2.538010759059578,6
550.0,1705.0,-82.5,2.53851754000949,6
550.0,1767.0,-93.10000000000002,2.539038899538649,6
550.0,1767.0,-82.5,2.539053755159071,6
550.0,1829.0,-93.10000000000002,2.5395463541659478,6
550.0,1829.0,-82.5,2.539556795579161,6
550.0,1891.0,-82.5,2.5399922858162447,6
550.0,1953.0,-82.5,2.5403488985094214,6
550.0,2015.0,-71.89999999999998,2.540633570477238,6
594.0,775.0,-135.5,2.541153128760424,6
594.0,775.0,-124.89999999999998,2.54115271814295,6
594.0,837.0,-135.5,2.5410384236770174,6
594.0,837.0,-124.89999999999998,2.5410379052763514,6
594.0,899.0,-135.5,2.5408797634387508,6
594.0,899.0,-124.89999999999998,2.540879129310226,6
594.0,899.0,-114.30000000000001,2.540879074045258,6
594.0,961.0,-135.5,2.5406624147927626,6
594.0,961.0,-124.89999999999998,2.5406616743783887,6
594.0,961.0,-114.30000000000001,2.5406618111809958,6
594.0,1023.0,-135.5,2.5403688427399604,6
594.0,1023.0,-124.89999999999998,2.5403680392188437,6
594.0,1023.0,-114.30000000000001,2.5403685599878463,6
594.0,1085.0,-135.5,2.5399804239085424,6
594.0,1085.0,-124.89999999999998,2.5399796573018545,6
594.0,1085.0,-114.30000000000001,2.539980874025192,6
594.0,1085.0,-103.69999999999999,2.539984061057301,6
594.0,1147.0,-135.5,2.5394818844021754,6
594.0,1147.0,-124.89999999999998,2.5394813373772083,6
594.0,1147.0,-114.30000000000001,2.5394837188360917,6
594.0,1147.0,-103.69999999999999,2.5394890045000076,6
594.0,1209.0,-124.89999999999998,2.538870059820493,6
594.0,1209.0,-114.30000000000001,2.538874236507441,6
594.0,1209.0,-103.69999999999999,2.5388825951572587,6
594.0,1271.0,-114.30000000000001,2.5381755848793097,6
594.0,1271.0,-103.69999999999999,2.538188074817095,6
594.0,1333.0,-114.30000000000001,2.5374526173046332,6
594.0,1333.0,-103.69999999999999,2.5374700081136936,6
594.0,1643.0,-103.69999999999999,2.5372083066005833,6
594.0,1705.0,-103.69999999999999,2.5379077594110457,6
594.0,1705.0,-93.10000000000002,2.5379284704918224,6
594.0,1767.0,-114.30000000000001,2.5386118796456936,6
594.0,1767.0,-103.69999999999999,2.538621716700754,6
594.0,1767.0,-93.10000000000002,2.5386362424248463,6
594.0,1829.0,-114.30000000000001,2.539260592844627,6
594.0,1829.0,-103.69999999999999,2.5392669426872065,6
594.0,1829.0,-93.10000000000002,2.53927659728432,6
594.0,1891.0,-103.69999999999999,2.5398058597672026,6
594.0,1891.0,-93.10000000000002,2.539812022062951,6
594.0,1953.0,-103.69999999999999,2.5402329465309283,6
594.0,1953.0,-93.10000000000002,2.540236758786496,6
594.0,1953.0,-82.5,2.5402420727924357,6
594.0,2015.0,-93.10000000000002,2.540561909564468,6
594.0,2015.0,-82.5,2.54056521128393,6
594.0,2077.0,-82.5,2.540806878040017,6
594.0,2077.0,-71.89999999999998,2.5408095539954014,6
594.0,2139.0,-82.5,2.5409846123654014,6
594.0,2139.0,-71.89999999999998,2.540986266964923,6
594.0,2201.0,-71.89999999999998,2.5411148426856074,6
594.0,2201.0,-61.30000000000001,2.541116142399774,6
638.0,651.0,-135.5,2.5412955924738374,6
638.0,651.0,-124.89999999999998,2.5412953038097954,6
638.0,713.0,-146.10000000000002,2.541236042599511,6
