X,Y,Z,grade,formation
418.0,1395.0,-50.69999999999999,2.539523803292129,6
418.0,1457.0,-50.69999999999999,2.5394203627817284,6
418.0,1457.0,-40.10000000000002,2.539441993263519,6
418.0,1457.0,-29.5,2.539465876910112,6
418.0,1519.0,-50.69999999999999,2.539402898873392,6
418.0,1519.0,-40.10000000000002,2.539424785769288,6
418.0,1519.0,-29.5,2.539448949960912,6
418.0,1581.0,-50.69999999999999,2.5394743769154635,6
418.0,1581.0,-40.10000000000002,2.539495220066985,6
418.0,1643.0,-50.69999999999999,2.539622894480568,6
462.0,1271.0,-71.89999999999998,2.539563688140534,6
462.0,1333.0,-61.30000000000001,2.5392879511479323,6
462.0,1395.0,-61.30000000000001,2.5390523118757207,6
462.0,1395.0,-50.69999999999999,2.539076737091684,6
462.0,1395.0,-40.10000000000002,2.5391041159287417,6
462.0,1457.0,-61.30000000000001,2.5389094407286907,6
462.0,1457.0,-50.69999999999999,2.538935934568162,6
462.0,1457.0,-40.10000000000002,2.538965606698324,6
462.0,1457.0,-29.5,2.538998288837889,6
462.0,1519.0,-61.30000000000001,2.53888519778531,6
462.0,1519.0,-50.69999999999999,2.538912047851953,6
462.0,1519.0,-40.10000000000002,2.5389421146984934,6
462.0,1519.0,-29.5,2.5389752272472297,6
462.0,1581.0,-50.69999999999999,2.5390096038455323,6
462.0,1581.0,-40.10000000000002,2.539038068941262,6
462.0,1643.0,-50.69999999999999,2.539210520591057,6
506.0,1085.0,-103.7,2.540279886212504,6
506.0,1147.0,-103.7,2.5399442358833504,6
506.0,1209.0,-93.10000000000002,2.539565519674168,6
506.0,1271.0,-82.5,2.5391672065596955,6
506.0,1333.0,-71.89999999999998,2.538792772666472,6
506.0,1395.0,-61.30000000000001,2.538498464513314,6
506.0,1457.0,-61.30000000000001,2.5383022354144127,6
506.0,1457.0,-50.69999999999999,2.5383389811119854,6
506.0,1457.0,-40.10000000000002,2.538380015096997,6
506.0,1519.0,-61.30000000000001,2.538268737090444,6
506.0,1519.0,-50.69999999999999,2.538306044004284,6
