X,Y,Z,formation,section
1159,0,-1431,trachyandestictuff,9
1160,0,-1403,trachyandestictuff,9
1169,0,-1350,trachyandestictuff,9
1181,0,-1313,trachyandestictuff,9
1213,0,-1282,trachyandestictuff,9
1235,0,-1261,trachyandestictuff,9
1268,0,-1251,trachyandestictuff,9
1324,0,-1246,trachyandestictuff,9
1382,0,-1246,trachyandestictuff,9
1455,0,-1260,trachyandestictuff,9
1520,0,-1276,trachyandestictuff,9
1583,0,-1298,trachyandestictuff,9
1623,0,-1318,trachyandestictuff,9
1660,0,-1332,trachyandestictuff,9
1680,0,-1337,trachyandestictuff,9
