X,Y,Z,formation,section
529,250,-227,topo,10
568,250,-245,topo,10
587,250,-273,topo,10
640,250,-311,topo,10
692,250,-356,topo,10
707,250,-382,topo,10
725,250,-423,topo,10
744,250,-452,topo,10
788,250,-490,topo,10
822,250,-495,topo,10
875,250,-508,topo,10
911,250,-518,topo,10
975,250,-512,topo,10
1021,250,-490,topo,10
1083,250,-485,topo,10
1143,250,-469,topo,10
1227,250,-454,topo,10
1318,250,-429,topo,10
1377,250,-427,topo,10
1440,250,-402,topo,10
1549,250,-378,topo,10
1604,250,-358,topo,10
1659,250,-334,topo,10
1696,250,-317,topo,10
