X,Y,Z,formation,section
528,250,-745,biomicritedolomite,10
557,250,-710,biomicritedolomite,10
580,250,-678,biomicritedolomite,10
596,250,-655,biomicritedolomite,10
618,250,-614,biomicritedolomite,10
650,250,-577,biomicritedolomite,10
675,250,-554,biomicritedolomite,10
722,250,-511,biomicritedolomite,10
750,250,-496,biomicritedolomite,10
790,250,-478,biomicritedolomite,10
935,250,-459,biomicritedolomite,10
1015,250,-435,biomicritedolomite,10
1111,250,-414,biomicritedolomite,10
1212,250,-401,biomicritedolomite,10
1336,250,-400,biomicritedolomite,10
1418,250,-416,biomicritedolomite,10
1519,250,-460,biomicritedolomite,10
1570,250,-476,biomicritedolomite,10
1628,250,-509,biomicritedolomite,10
1705,250,-543,biomicritedolomite,10
