X,Y,Z,formation,section
537,500,-236,topo,12
586,500,-252,topo,12
624,500,-256,topo,12
656,500,-272,topo,12
725,500,-292,topo,12
752,500,-310,topo,12
789,500,-325,topo,12
828,500,-339,topo,12
882,500,-367,topo,12
929,500,-372,topo,12
967,500,-372,topo,12
1033,500,-381,topo,12
1063,500,-381,topo,12
1110,500,-366,topo,12
1156,500,-335,topo,12
1187,500,-317,topo,12
1252,500,-308,topo,12
1285,500,-319,topo,12
1329,500,-338,topo,12
1367,500,-340,topo,12
1405,500,-342,topo,12
1445,500,-327,topo,12
1499,500,-327,topo,12
1551,500,-324,topo,12
1563,500,-326,topo,12
1590,500,-335,topo,12
1633,500,-349,topo,12
1669,500,-343,topo,12
1697,500,-331,topo,12
