X,Y,Z,formation,section
571,0,-1430,biomicritedolomite,9
577,0,-1413,biomicritedolomite,9
590,0,-1368,biomicritedolomite,9
599,0,-1294,biomicritedolomite,9
611,0,-1235,biomicritedolomite,9
624,0,-1176,biomicritedolomite,9
643,0,-1094,biomicritedolomite,9
659,0,-1043,biomicritedolomite,9
680,0,-970,biomicritedolomite,9
689,0,-905,biomicritedolomite,9
695,0,-856,biomicritedolomite,9
709,0,-829,biomicritedolomite,9
721,0,-775,biomicritedolomite,9
733,0,-726,biomicritedolomite,9
742,0,-687,biomicritedolomite,9
751,0,-646,biomicritedolomite,9
771,0,-595,biomicritedolomite,9
807,0,-555,biomicritedolomite,9
848,0,-533,biomicritedolomite,9
943,0,-545,biomicritedolomite,9
1038,0,-553,biomicritedolomite,9
1097,0,-553,biomicritedolomite,9
1180,0,-515,biomicritedolomite,9
1262,0,-477,biomicritedolomite,9
1323,0,-460,biomicritedolomite,9
1410,0,-426,biomicritedolomite,9
1477,0,-413,biomicritedolomite,9
1531,0,-413,biomicritedolomite,9
1579,0,-426,biomicritedolomite,9
1665,0,-461,biomicritedolomite,9
1692,0,-482,biomicritedolomite,9
