X,Y,Z,formation,section
1086,500,-1430,alkalibasalt,12
1091,500,-1390,alkalibasalt,12
1099,500,-1326,alkalibasalt,12
1099,500,-1273,alkalibasalt,12
1078,500,-1181,alkalibasalt,12
1067,500,-1101,alkalibasalt,12
1059,500,-1019,alkalibasalt,12
1059,500,-935,alkalibasalt,12
1056,500,-849,alkalibasalt,12
1062,500,-809,alkalibasalt,12
1065,500,-757,alkalibasalt,12
1084,500,-707,alkalibasalt,12
1110,500,-660,alkalibasalt,12
1130,500,-620,alkalibasalt,12
1163,500,-599,alkalibasalt,12
1211,500,-618,alkalibasalt,12
1238,500,-630,alkalibasalt,12
1275,500,-624,alkalibasalt,12
1344,500,-603,alkalibasalt,12
1443,500,-625,alkalibasalt,12
1517,500,-656,alkalibasalt,12
1563,500,-692,alkalibasalt,12
1613,500,-724,alkalibasalt,12
1663,500,-738,alkalibasalt,12
1698,500,-742,alkalibasalt,12
