X,Y,Z,formation,section
529,250,-227,topo,10
568,250,-245,topo,10
587,250,-273,topo,10
640,250,-311,topo,10
692,250,-356,topo,10
707,250,-382,topo,10
725,250,-423,topo,10
744,250,-452,topo,10
788,250,-490,topo,10
822,250,-495,topo,10
875,250,-508,topo,10
911,250,-518,topo,10
975,250,-512,topo,10
1021,250,-490,topo,10
1083,250,-485,topo,10
1143,250,-469,topo,10
1227,250,-454,topo,10
1318,250,-429,topo,10
1377,250,-427,topo,10
1440,250,-402,topo,10
1549,250,-378,topo,10
1604,250,-358,topo,10
1659,250,-334,topo,10
1696,250,-317,topo,10
528,250,-745,biomicritedolomite,10
557,250,-710,biomicritedolomite,10
580,250,-678,biomicritedolomite,10
596,250,-655,biomicritedolomite,10
618,250,-614,biomicritedolomite,10
650,250,-577,biomicritedolomite,10
675,250,-554,biomicritedolomite,10
722,250,-511,biomicritedolomite,10
750,250,-496,biomicritedolomite,10
790,250,-478,biomicritedolomite,10
935,250,-459,biomicritedolomite,10
1015,250,-435,biomicritedolomite,10
1111,250,-414,biomicritedolomite,10
1212,250,-401,biomicritedolomite,10
1336,250,-400,biomicritedolomite,10
1418,250,-416,biomicritedolomite,10
1519,250,-460,biomicritedolomite,10
1570,250,-476,biomicritedolomite,10
1628,250,-509,biomicritedolomite,10
1705,250,-543,biomicritedolomite,10
1726,250,-935,tuff,10
1700,250,-917,tuff,10
1650,250,-869,tuff,10
1601,250,-841,tuff,10
1565,250,-821,tuff,10
1525,250,-798,tuff,10
1482,250,-769,tuff,10
1433,250,-739,tuff,10
1397,250,-715,tuff,10
1354,250,-691,tuff,10
1315,250,-654,tuff,10
1288,250,-630,tuff,10
1264,250,-600,tuff,10
1247,250,-575,tuff,10
1244,250,-547,tuff,10
1239,250,-501,tuff,10
1237,250,-466,tuff,10
1257,250,-418,tuff,10
1320,250,-377,tuff,10
1345,250,-377,tuff,10
1410,250,-419,tuff,10
1495,250,-449,tuff,10
1575,250,-483,tuff,10
1642,250,-515,tuff,10
1691,250,-544,tuff,10
528,250,-1261,alkalibasalt,10
571,250,-1222,alkalibasalt,10
614,250,-1174,alkalibasalt,10
675,250,-1123,alkalibasalt,10
714,250,-1087,alkalibasalt,10
774,250,-1033,alkalibasalt,10
811,250,-982,alkalibasalt,10
857,250,-948,alkalibasalt,10
892,250,-926,alkalibasalt,10
912,250,-919,alkalibasalt,10
943,250,-919,alkalibasalt,10
985,250,-916,alkalibasalt,10
1042,250,-885,alkalibasalt,10
1108,250,-851,alkalibasalt,10
1187,250,-838,alkalibasalt,10
1276,250,-837,alkalibasalt,10
1334,250,-848,alkalibasalt,10
1415,250,-886,alkalibasalt,10
1479,250,-911,alkalibasalt,10
1551,250,-932,alkalibasalt,10
1659,250,-956,alkalibasalt,10
1704,250,-972,alkalibasalt,10
786,250,-1426,lstlens,10
802,250,-1405,lstlens,10
826,250,-1368,lstlens,10
835,250,-1345,lstlens,10
855,250,-1317,lstlens,10
879,250,-1280,lstlens,10
895,250,-1255,lstlens,10
907,250,-1233,lstlens,10
919,250,-1212,lstlens,10
930,250,-1190,lstlens,10
938,250,-1172,lstlens,10
954,250,-1141,lstlens,10
972,250,-1112,lstlens,10
987,250,-1115,lstlens,10
1023,250,-1155,lstlens,10
1053,250,-1184,lstlens,10
1074,250,-1231,lstlens,10
1098,250,-1246,lstlens,10
1117,250,-1271,lstlens,10
1137,250,-1301,lstlens,10
1141,250,-1327,lstlens,10
1147,250,-1352,lstlens,10
1166,250,-1371,lstlens,10
1179,250,-1396,lstlens,10
1182,250,-1421,lstlens,10
1473,250,-1423,trachyandestictuff,10
1508,250,-1389,trachyandestictuff,10
1553,250,-1366,trachyandestictuff,10
1596,250,-1335,trachyandestictuff,10
1650,250,-1312,trachyandestictuff,10
1673,250,-1300,trachyandestictuff,10
